"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.object_name","Input.object_description","Answer.colour","Answer.disposition","Answer.function","Answer.height_mean","Answer.height_range","Answer.height_unit_cm.centimeters","Answer.height_unit_f.feet","Answer.height_unit_i.inches","Answer.height_unit_m.meters","Answer.height_unit_mm.millimeters","Answer.height_unit_na.na","Answer.length_mean","Answer.length_range","Answer.length_unit_cm.centimeters","Answer.length_unit_f.feet","Answer.length_unit_i.inches","Answer.length_unit_m.meters","Answer.length_unit_mm.millimeters","Answer.length_unit_na.na","Answer.location","Answer.material","Answer.pattern","Answer.shape","Answer.temperature_mean","Answer.temperature_range","Answer.temperature_unit_c.celsius","Answer.temperature_unit_f.fahrenheit","Answer.temperature_unit_k.kelvin","Answer.temperature_unit_na.na","Answer.texture","Answer.value_mean","Answer.value_range","Answer.value_unit_d.US dollars","Answer.value_unit_e.euros","Answer.value_unit_na.na","Answer.value_unit_p.pounds","Answer.weight_mean","Answer.weight_range","Answer.weight_unit_g.grams","Answer.weight_unit_kg.kilograms","Answer.weight_unit_na.na","Answer.weight_unit_o.ounces","Answer.weight_unit_p.pounds","Answer.width_mean","Answer.width_range","Answer.width_unit_cm.centimeters","Answer.width_unit_f.feet","Answer.width_unit_i.inches","Answer.width_unit_m.meters","Answer.width_unit_mm.millimeters","Answer.width_unit_na.na","Approve","Reject"
"30IRMPJWEQ5XOJNR4VNDNBIC2LBRK6","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:02 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:02 PDT 2025","","","3OLF68YTO1NXW06QRBFW0SXP2EWFAV","A2BXWKIW1VOHI9","Submitted","Fri Jul 25 07:54:47 PDT 2025","Fri Jul 25 08:00:15 PDT 2025","Mon Jul 28 08:00:15 PDT 2025","","","","328","0% (0/0)","0% (0/0)","0% (0/0)","bicycle","a wheeled vehicle that has two wheels and is moved by foot pedals","Red","Durable","na","4","na","true","false","false","false","false","false","6","na","true","false","false","false","false","false","Garage","Metal","Stripe","Rectangular","na","na","false","false","false","true","Smooth","10","na","true","false","false","false","40","na","false","true","false","false","false","4","na","true","false","false","false","false","false"
"3P0I4CQYWPTLM6PS1HPCHR72E50WOY","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:03 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:03 PDT 2025","","","3SB5N7Y3PVQ79N43ATOLT7LOU7KG04","AU59GP9KMR6CQ","Submitted","Fri Jul 25 07:41:24 PDT 2025","Fri Jul 25 08:16:07 PDT 2025","Mon Jul 28 08:16:07 PDT 2025","","","","2083","0% (0/0)","0% (0/0)","0% (0/0)","bus","a vehicle carrying many passengers and used for public transport","Red, blue, green, yellow, white, grey, silver, black, orange","Tough, durable, public, accessible, utilitarian, noisy engine, somewhat confined interior, reliable","Transporting passengers, public transportation, commuting, tourism sightseeing buses, school transport, intercity travel","Mean (average): 3 m","Typical variation: 0.5 m m","false","false","false","false","true","false","Mean (average): 12 m Typical variation: 2 m m","Mean (average): 2.5 m Typical variation: 0.2 m m","false","false","false","false","true","false","Bus stops, bus terminals, roads, highways, depots, urban areas, rural roads","Steel, aluminum, glass, plastic, rubber, fabric.","Company logos, advertisements, stripes, destination signs .digital displays or printed, route numbers, seating patterns","Rectangular, boxy, elongated, rounded edges, double-decker.","Mean (average): Varies greatly with ambient temperature and internal climate control. During operation, engine parts will be hot. Passenger compartment usually kept comfortable.","Typical variation: Not applicable for a general temperature across the entire object.","false","false","false","true","Smooth metal, glass, slightly textured plastic, rubber on tires, bumpy seats, floor.","Mean (average): 300,000 USD","Typicalvariation:200,000USD USD $","true","false","false","false","Mean (average): 15,000 kg","Typical variation: 5,000 kg kg","false","true","false","false","false","Mean (average): 2.5 m","Typical variation: 0.2 m m","false","false","false","false","true","false"
"3GL25Y685UGCB396Y66LR6W4S7RMX2","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:03 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:03 PDT 2025","","","3RU7GD8VQGFDN9HEMEXSXM5ZQQQPS4","A39XJS4ZMEOWB9","Submitted","Fri Jul 25 07:34:27 PDT 2025","Fri Jul 25 07:58:45 PDT 2025","Mon Jul 28 07:58:45 PDT 2025","","","","1458","0% (0/0)","0% (0/0)","0% (0/0)","truck","an automotive vehicle suitable for hauling","Red, blue, white, black, silver, green, yellow, brown, grey","Tough, durable, heavy-duty, powerful, sturdy, resilient, utilitarian, reliable, robust, hard-working","Hauling goods, transporting materials, towing, carrying cargo, delivering, construction work, farming, off-roading, military transport, refuse collection, fire fighting, logging, towing","2.5-4 (for light-duty to medium-duty, larger for heavy-duty/semi-trucks)","0.5-1","false","false","false","true","false","false","6-10 (for light-duty to medium-duty, larger for heavy-duty/semi-trucks)","2-5","false","false","false","true","false","false","Highways, roads, construction sites, loading docks, industrial areas, farms, shipping yards, garages, parking lots, mines, forests","Steel, aluminum, plastic, rubber, glass, chrome, fabric (interior)","Stripes (company logos, racing stripes), checkered (some utility vehicles), solid colors, camouflage (military), reflective tape, diamond plate (bed)","Boxy, rectangular, large, elongated, angular","Ambient air temperature (when off); 80-100 (engine operating)","20-40","true","false","false","false","Smooth (painted metal), rough (tires, bed liner), metallic, glassy (windows), rubbery (tires, seals), gritty (dirt/dust)","40,000-80,000 (for new light to medium-duty, higher for specialized or heavy-duty)","20,000-100,000","true","false","false","false","2,000-15,000 (for light-duty to medium-duty, much higher for heavy-duty/semi-trucks","1,000-10,000","false","true","false","false","false","2.5","0.5","false","false","false","true","false","false"
"3KA7IJSNXXRBJ33ILQ6VJDZ7E9EPBS","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:03 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:03 PDT 2025","","","3R6BYFZZQZY9SDEJ2L7AK08N3Z5XFH","A19YWSL5VDL8MA","Submitted","Fri Jul 25 07:34:30 PDT 2025","Fri Jul 25 07:59:27 PDT 2025","Mon Jul 28 07:59:27 PDT 2025","","","","1497","0% (0/0)","0% (0/0)","0% (0/0)","dog","a member of the genus Canis (probably descended from the common wolf) that has been domesticated by man since prehistoric times","black, brown, white, gray, tan, golden, spotted, brindle","friendly, loyal, playful, protective, obedient","companionship, guarding, herding, hunting, guiding, detection (e.g., drugs, explosives), therapy","50","± 20","true","false","false","false","false","false","60","± 20","true","false","false","false","false","false","home, backyard, park, kennel, street, animal shelter","na (living biological organism)","plain, spotted, striped, brindle, patched","na (dogs come in diverse body shapes, not easily categorized like objects)","38.5","± 0.5","true","false","false","false","smooth, rough, coarse, fluffy, wiry, curly","500","± $400","true","false","false","false","20","± 15","false","true","false","false","false","25","± 10","true","false","false","false","false","false"
"3NKW03WTMDTO7I28GUHG6W22T6IWQ6","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:04 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:04 PDT 2025","","","37UQDCYH7PH49VUIKN8G8NYLP0E7VK","A201U6OACI4229","Submitted","Fri Jul 25 07:50:16 PDT 2025","Fri Jul 25 07:56:22 PDT 2025","Mon Jul 28 07:56:22 PDT 2025","","","","366","0% (0/0)","0% (0/0)","0% (0/0)","backpack","a bag carried by a strap on your back or shoulder","Red, blue, black, grey, green, silver, camo, pink","Durable, water-resistant, flexible, lightweight","To carry books, laptops, clothes, supplies, gear, or travel essentials","50","5","true","false","false","false","false","false","40","5","true","false","false","false","false","false","School, bedroom, closet, office, bus/train station, airport, classroom, garage","Nylon, polyester, canvas, leather, plastic, mesh","Plain, striped, camouflage, printed, checkered, polka-dotted","Rectangular, cylindrical, oval, square","na","na","false","false","false","true","Smooth, rough, padded, mesh-like","50","20","true","false","false","false","1","0.3","false","true","false","false","false","25","4","false","false","false","false","false","false"
"3ZXV7Q5FK2AI2V6ULN6LI3RLUORCFJ","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:04 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:04 PDT 2025","","","3Y54SXRO2D7RUE2PS01CHXOK0QWUTU","AKP1T71KS9Y57","Submitted","Fri Jul 25 07:34:30 PDT 2025","Fri Jul 25 08:02:18 PDT 2025","Mon Jul 28 08:02:18 PDT 2025","","","","1668","0% (0/0)","0% (0/0)","0% (0/0)","umbrella","a lightweight handheld collapsible canopy","Red, blue, black, gray, yellow, green, transparent, multicolored","Water-repellent, foldable, lightweight, sometimes fragile (depending on quality)","To provide protection from rain or sunlight","70–100","±10","true","false","false","false","false","false","30–90","±10","true","false","false","false","false","false","Entryway, car, office, closet, backpack, umbrella stand, shop","Nylon or polyester (canopy), aluminum or steel (shaft), plastic or rubber (handle)","Plain, striped, polka-dotted, floral, branded, checkered","Circular (canopy), cylindrical (handle/shaft), cone-like when open","na","na","false","false","false","true","Smooth (canopy), rubbery or plastic (handle), slightly rough (metal shaft)","$10–$30","±$5–$15","true","false","false","false","300–600","±100","true","false","false","false","false","90–120","±15","true","false","false","false","false","false"
"36JW4WBR1X69J3HA7FKMTUO17GWFHV","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:04 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:04 PDT 2025","","","3Y5140Z9EP2OTVEIH23ETKZCHSOPIC","A2W852J8CMYAIB","Submitted","Fri Jul 25 07:34:22 PDT 2025","Fri Jul 25 08:01:26 PDT 2025","Mon Jul 28 08:01:26 PDT 2025","","","","1624","0% (0/0)","0% (0/0)","0% (0/0)","frisbee","a light, plastic disk about 10 inches in diameter; propelled with a flip of the wrist for recreation or competition","red, green, orange","Durable, lightweight","To be thrown and caught for recreation","3 cm (1.2 inches)","± 0.5 cm","true","false","false","false","false","false","na","± 2 cm","true","false","false","false","false","false","Backyard, garage, park, beach, toy store, sports store, car trunk","Plastic","Plain, striped","Circular","na","na","false","false","false","true","Smooth, slightly grippy","$10 USD","± $5 USD","true","false","false","false","175 g","± 25 g","true","false","false","false","false","25 cm (10 inches)","± 2 cm","false","false","true","false","false","false"
"3W31J70BBJITIHY8MYXIYGJQ2K8CKL","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:05 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:05 PDT 2025","","","39ASUFLU7PTHMZEN7AN42INNRYQXEZ","A1GE9RD7E64UYV","Submitted","Fri Jul 25 07:34:30 PDT 2025","Fri Jul 25 07:54:40 PDT 2025","Mon Jul 28 07:54:40 PDT 2025","","","","1210","0% (0/0)","0% (0/0)","0% (0/0)","cup","a small open container usually used for drinking","white  blue  red  green  transparent (glass)  silver (metal)","fragile","to drink liquids (water, tea, coffee, etc.)","9.5","±2","true","false","false","false","false","false","na","na","false","false","false","false","false","true","kitchen","ceramic","plain","cylindrical","no","no","false","false","false","true","smooth","3.0","±$2.00","true","false","false","false","250 g","±100","true","false","false","false","false","8","±1.5","true","false","false","false","false","false"
"3XBYQ44Z7GQ1ZYU0XYBBB1DPDDHWTK","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:05 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:05 PDT 2025","","","3LYA37P8JI9DVW3WY06PBG90SSYKBX","AROF0T4RH9PNF","Submitted","Fri Jul 25 07:34:22 PDT 2025","Fri Jul 25 08:17:47 PDT 2025","Mon Jul 28 08:17:47 PDT 2025","","","","2605","0% (0/0)","0% (0/0)","0% (0/0)","fork","cutlery used for serving and eating food","Silver, black, white, transparent","Durable, reusable, sometimes disposable (if plastic), heat-conductive (metal)","To spear, lift, and eat food, assist in cooking or serving","0.5 cm","±0.2 cm","true","false","false","false","false","false","18 cm","±2 cm","true","false","false","false","false","false","Kitchen, dining room, cafeteria,","Metal (stainless steel), plastic, wood, bamboo","Plain, patterned handle, sometimes engraved","Elongated handle with multiple prongs (tines)","22°C","±3°C","true","false","false","false","Smooth (metal/plastic handle), sometimes patterned or textured grip","$1.00","±$0.50 (can be much higher for premium sets)","true","false","false","false","35 g","±10 g","true","false","false","false","false","2.5 cm","±0.5 cm","true","false","false","false","false","false"
"341YLJU229LPE4GIP2N09NVRYP6I27","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:05 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:05 PDT 2025","","","3EFE17QCS4RLASJQ31PNOD384ZGSH2","A2SGZI8RTUEV4S","Submitted","Fri Jul 25 07:34:31 PDT 2025","Fri Jul 25 07:39:48 PDT 2025","Mon Jul 28 07:39:48 PDT 2025","","","","317","0% (0/0)","0% (0/0)","0% (0/0)","apple","fruit with red or yellow or green skin and sweet to tart crisp whitish flesh","green","perishable","used in cooking or baking","6.5","1.5","true","false","false","false","false","false","7","±1.5","true","false","false","false","false","false","dining table","organic","plain","round","","20","true","false","false","false","crisp","0.75","±$0.25","true","false","false","false","180","±50","true","false","false","false","false","7.5","±1.5","true","false","false","false","false","false"
"341YLJU229LPE4GIP2N09NVRYP6I27","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:05 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:05 PDT 2025","","","3Z4XG4ZF50D0DY4WU714A8R1GVSX80","A1320J8DOVF0R2","Submitted","Fri Jul 25 07:34:27 PDT 2025","Fri Jul 25 07:56:01 PDT 2025","Mon Jul 28 07:56:01 PDT 2025","","","","1294","0% (0/0)","0% (0/0)","0% (0/0)","apple","fruit with red or yellow or green skin and sweet to tart crisp whitish flesh","Red, yellow, green","Edible, perishable, juicy, refreshing","To eat raw, to cook (pies, sauces), to juice","7","1","true","false","false","false","false","false","7","1","true","false","false","false","false","false","Kitchen, grocery store, orchard, refrigerator","Plant, fruit flesh, skin, seeds","Solid, striped, or speckled","Round, slightly oval, spherical","5","2","true","false","false","false","Smooth, waxy on the outside; crisp and juicy on the inside","0.75","0.25","true","false","false","false","180","40","true","false","false","false","false","7.5","1.5","true","false","false","false","false","false"
"3GITHABADP7HS5R9MI0SEVR8KO0N2S","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:05 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:05 PDT 2025","","","3DZQRBDBTD16GKCROG0LKJ2YLUYS3V","AZADHQJM4H0PV","Submitted","Fri Jul 25 07:34:22 PDT 2025","Fri Jul 25 08:01:00 PDT 2025","Mon Jul 28 08:01:00 PDT 2025","","","","1598","0% (0/0)","0% (0/0)","0% (0/0)","cake","baked goods made from or based on a mixture of flour, sugar, eggs, and fat","brown","Fragile","birthday","20 cm","10 cm","true","false","false","false","false","false","20 cm","10 cm","true","false","false","false","false","false","bakery","eggs, sugar, butter","swirled","Cylindrical","25°C","10°C","true","false","false","false","Soft","$25 USD","$15 USD","true","false","false","false","1.5 kg","0.5KG","false","true","false","false","false","20 cm","10 cm","true","false","false","false","false","false"
"3YGYP1365SVYWP8U18FTF3ZGWGGRNB","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:05 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:05 PDT 2025","","","3JPSL1DZ6KL9KSJ7PZY98X6Y45INAA","A39XJS4ZMEOWB9","Submitted","Fri Jul 25 07:58:12 PDT 2025","Fri Jul 25 08:10:55 PDT 2025","Mon Jul 28 08:10:55 PDT 2025","","","","763","0% (0/0)","0% (0/0)","0% (0/0)","chair","a seat for one person, with a support for the back","Brown, black, white, grey, beige, red, blue, green, yellow, natural wood tones, metallic","Sturdy, comfortable, durable, ergonomic, decorative, functional, portable (some types), stable, supportive","Sitting, resting, dining, working, relaxing, supporting, decorating, providing seating","0.9","0.3","false","false","false","true","false","false","0.6","0.2","false","false","false","true","false","false","Homes (living room, dining room, bedroom), offices, schools, restaurants, cafes, parks, waiting rooms, libraries, theaters, outdoor spaces, public transport","Wood, metal (steel, aluminum), plastic, fabric (cotton, polyester, velvet), leather, wicker, rattan, foam, springs","Solid, striped, checkered, floral, geometric, abstract, plain, patterned fabric","Rectangular, curved, ergonomic, classic, modern, simple, ornate, compact, lounge","25","15","true","false","false","false","Smooth (wood, metal, plastic), soft (fabric, leather), rough (wicker, unfinished wood), woven, plush, rigid","150","100","true","false","false","false","8","5","false","true","false","false","false","0.5","0.2","false","false","false","true","false","false"
"3TUOHPJXZ8J8GF3K28C804YVQ95WX3","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:06 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:06 PDT 2025","","","3KMS4QQVLUC38DFC32SLU60L7QQFKA","A3D95B8XN9BPB","Submitted","Fri Jul 25 07:34:22 PDT 2025","Fri Jul 25 07:40:25 PDT 2025","Mon Jul 28 07:40:25 PDT 2025","","","","363","0% (0/0)","0% (0/0)","0% (0/0)","mouse","a hand-operated electronic device that controls the coordinates of a cursor on your computer screen as you move it around on a pad","black","lightweight","Cursor control, clicking","3","na","true","false","false","false","false","false","10","na","true","false","false","false","false","false","office","Plastic","Plain","rectangular","22","na","true","false","false","false","Smooth","20","na","true","false","false","false","100","na","true","false","false","false","false","6","na","true","false","false","false","false","false"
"307L9TDWKPE6DNNSQIEXX5W0Q20N33","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:06 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:06 PDT 2025","","","3M23Y66PPUT5D3Z97IYJRMEIVL0S61","A2POYWQRXMFDWN","Submitted","Fri Jul 25 07:34:23 PDT 2025","Fri Jul 25 07:46:47 PDT 2025","Mon Jul 28 07:46:47 PDT 2025","","","","744","0% (0/0)","0% (0/0)","0% (0/0)","cell phone","telephony that uses transmission by radio rather than by wire","black, silver, white","fragile, rechargeable, portable","to make calls, to send messages, to access the internet","0.8","±0.2","true","false","false","false","false","false","15","±2","true","false","false","false","false","false","pocket, desk, bedroom","plastic, glass, aluminum","plain, logo, patterned case","rectangular","35","±5","true","false","false","false","smooth, glossy, matte","700","±300","true","false","false","false","180","±30","true","false","false","false","false","7","±1","true","false","false","false","false","false"
"33P2GD6NSEEKZP9O8QBJ97G6FCDKH2","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:06 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:06 PDT 2025","","","3ZSANO2JD7T1WWSK8B1NLSRVOK3FSR","A2POYWQRXMFDWN","Submitted","Fri Jul 25 07:34:26 PDT 2025","Fri Jul 25 08:00:45 PDT 2025","Mon Jul 28 08:00:45 PDT 2025","","","","1579","0% (0/0)","0% (0/0)","0% (0/0)","sink","plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe","white, silver, black","durable, water-resistant, stain-resistant","to wash hands, to clean dishes, to rinse objects","20","±5","true","false","false","false","false","false","60","±15","true","false","false","false","false","false","kitchen, bathroom, laundry room","ceramic, stainless steel, porcelain","plain, speckled","rectangular, oval, round","na","na","false","false","false","true","smooth, matte","250","±100","true","false","false","false","15","±5","false","true","false","false","false","45","±10","true","false","false","false","false","false"
"3TX9T2ZCC0NXLA3Z3Q0TXPE6Y93WZ0","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:06 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:06 PDT 2025","","","3TU5ZICBS5NG413K8T6CG0V8JS5Q8W","ANKMFPLT0IQU2","Submitted","Fri Jul 25 07:34:30 PDT 2025","Fri Jul 25 07:58:22 PDT 2025","Mon Jul 28 07:58:22 PDT 2025","","","","1432","0% (0/0)","0% (0/0)","0% (0/0)","clock","a timepiece that shows the time of day","Red, blue, black, white, silver, gold, brown, gray, na","Durable, fragile (glass front), water-resistant (in some models), shock-resistant (digital/wrist clocks), na","To tell time, to set alarms, to display date, to track world time, to measure intervals (stopwatch), na","5cm","±3 cm","true","false","false","false","false","false","20cm","±10 cm","true","false","false","false","false","false","Kitchen, bedroom, living room, office, classroom, hallway, garage, bathroom, public places (train stations, airports), na","Plastic, metal, glass, wood, ceramic, rubber (rare), na","Plain, numbered (Arabic or Roman numerals), dotted, striped (rare), geometric, na","Circular, rectangular, square, oval, cylindrical, na","na","na","false","false","false","true","Smooth, matte, glossy, rough (rare),","$25 USD","±$15 USD","true","false","false","false","1kg","±0.5 kg","false","true","false","false","false","20cm","±10 cm","true","false","false","false","false","false"
"34YWR3PJ3ZWF8P2Z91JNT9PRP4QX02","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:06 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:06 PDT 2025","","","3AAPLD8UD43MPSW5S1UDYIZU6IUHTG","A2500R0F1TR1P0","Submitted","Fri Jul 25 07:34:22 PDT 2025","Fri Jul 25 08:12:39 PDT 2025","Mon Jul 28 08:12:39 PDT 2025","","","","2297","0% (0/0)","0% (0/0)","0% (0/0)","teddy bear","plaything consisting of a child's toy bear (usually plush and stuffed with soft materials)","Brown, beige, white, pink, blue, gray, red","Friendly, comforting, soft, fragile","o comfort a child, to be hugged","30 cm","± 15 cm","true","false","false","false","false","false","20 cm","± 10 cm","true","false","false","false","false","false","Bedroom, nursery, living room, toy store, daycare","Plush fabric, polyester fiberfill, cotton, synthetic fur","Plain, spotted","rectangular or cylindrical","na","na","false","false","false","true","Soft, fuzzy, plush, velvety","$15 USD","± $10 USD","true","false","false","false","300 g","± 200 g","true","false","false","false","false","15 cm","± 5 cm","true","false","false","false","false","false"
"34YWR3PJ3ZWF8P2Z91JNT9PRP4QX02","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:06 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:06 PDT 2025","","","3LRLIPTPFIV8CMY4SM6TG5PUAADKA2","A1F8DUTGHDKNIE","Submitted","Fri Jul 25 07:34:22 PDT 2025","Fri Jul 25 08:18:14 PDT 2025","Mon Jul 28 08:18:14 PDT 2025","","","","2632","0% (0/0)","0% (0/0)","0% (0/0)","teddy bear","plaything consisting of a child's toy bear (usually plush and stuffed with soft materials)","Brown,white,pink,gray","soft,friendly,durable","comfort,object,gift item,collectible","30 cm","±10 cm","true","false","false","false","false","false","15 cm","±5 cm","true","false","false","false","false","false","Toy box,Gift shop,Children's hospital","Fabric,Stuffing,Plastic","Plain,Polka-dotted,Floral","Rounded,Cylindrical,oval","na","na","false","false","false","true","Soft,Plush,Velvety","$15 USD","±$10","true","false","false","false","300 g","±200 g","true","false","false","false","false","20 cm","±7 cm","true","false","false","false","false","false"
"33KGGVH25L3FFENH5KNN7E81UWWX15","3PGGMFI6DY00S01PJ0WN9II4HZ4QOR","Gathering commonsense knowledge","Help us build a knowledge base of common objects by answering short questions about their typical characteristics.","commonsense knowledge, objects, data collection","$0.20","Fri Jul 25 07:34:06 PDT 2025","3","BatchId:5334359;OriginalHitTemplateId:928390828;","28800","259200","Wed Jul 30 07:34:06 PDT 2025","","","3U5NZHP4MJOOX03YBKLTT8YXHF9HPB","A2MD2BZFVGB42Z","Submitted","Fri Jul 25 08:06:37 PDT 2025","Fri Jul 25 08:13:01 PDT 2025","Mon Jul 28 08:13:01 PDT 2025","","","","384","0% (0/0)","0% (0/0)","0% (0/0)","toothbrush","small brush that  has long handle and is used to clean teeth","silver","durable","clean a teeth","5","5","true","false","false","false","false","false","5","4","true","false","false","false","false","false","kitchen","plastic","plain","cylindrical","na","2","true","false","false","false","smooth","1","4","true","false","false","false","400","4","true","false","false","false","false","2","4","true","false","false","false","false","false"